"satis","country","age","age2"
8,"China",24,576
5,"China",40,1600
6,"China",45,2025
5,"China",42,1764
1,"China",32,1024
1,"China",52,2704
4,"China",45,2025
1,"China",47,2209
4,"China",44,1936
10,"China",50,2500
4,"China",55,3025
6,"China",35,1225
5,"China",37,1369
6,"China",31,961
4,"China",23,529
5,"China",46,2116
5,"China",53,2809
7,"China",27,729
5,"China",39,1521
8,"China",50,2500
5,"China",47,2209
5,"China",39,1521
3,"China",50,2500
8,"China",36,1296
5,"China",47,2209
8,"China",34,1156
7,"China",37,1369
0,"China",39,1521
0,"China",49,2401
5,"China",42,1764
5,"China",38,1444
6,"China",52,2704
6,"China",49,2401
6,"China",40,1600
2,"China",44,1936
2,"China",48,2304
5,"China",43,1849
8,"China",45,2025
0,"China",33,1089
8,"China",34,1156
5,"China",21,441
5,"China",36,1296
4,"China",23,529
5,"China",43,1849
8,"China",60,3600
5,"China",33,1089
6,"China",23,529
5,"China",46,2116
5,"China",39,1521
8,"China",50,2500
6,"China",23,529
8,"China",60,3600
5,"China",54,2916
5,"China",41,1681
6,"China",51,2601
4,"China",57,3249
6,"China",54,2916
6,"China",39,1521
8,"China",32,1024
10,"China",21,441
6,"China",56,3136
10,"China",30,900
7,"China",30,900
1,"China",40,1600
5,"China",33,1089
0,"China",38,1444
10,"China",60,3600
4,"China",51,2601
2,"China",40,1600
7,"China",60,3600
5,"China",32,1024
3,"China",56,3136
7,"China",26,676
6,"China",47,2209
4,"China",51,2601
3,"China",46,2116
5,"China",51,2601
6,"China",50,2500
5,"China",35,1225
0,"China",43,1849
8,"China",38,1444
10,"China",46,2116
8,"China",33,1089
7,"China",55,3025
5,"China",24,576
10,"China",36,1296
6,"China",53,2809
6,"China",41,1681
5,"China",35,1225
6,"China",34,1156
8,"China",59,3481
8,"China",35,1225
8,"China",39,1521
9,"China",43,1849
5,"China",24,576
5,"China",44,1936
5,"China",48,2304
5,"China",45,2025
5,"China",32,1024
8,"China",49,2401
6,"China",23,529
4,"China",40,1600
6,"China",31,961
4,"China",25,625
6,"China",54,2916
4,"China",46,2116
4,"China",29,841
9,"China",56,3136
8,"China",49,2401
9,"China",41,1681
10,"China",58,3364
6,"China",50,2500
6,"China",35,1225
7,"China",22,484
8,"China",48,2304
2,"China",29,841
6,"China",40,1600
7,"China",51,2601
8,"China",38,1444
6,"China",21,441
6,"China",48,2304
9,"China",21,441
5,"China",59,3481
5,"China",34,1156
3,"China",34,1156
9,"China",39,1521
0,"China",38,1444
5,"China",45,2025
7,"China",43,1849
4,"China",55,3025
2,"China",46,2116
5,"China",40,1600
9,"China",39,1521
6,"China",60,3600
7,"China",29,841
6,"China",43,1849
6,"China",25,625
0,"China",32,1024
7,"China",50,2500
6,"China",29,841
3,"China",35,1225
4,"China",48,2304
2,"China",43,1849
5,"China",45,2025
5,"China",45,2025
5,"China",34,1156
7,"China",33,1089
4,"China",50,2500
8,"China",38,1444
6,"China",27,729
3,"China",39,1521
4,"China",38,1444
2,"China",47,2209
7,"China",45,2025
7,"China",53,2809
8,"China",22,484
3,"China",58,3364
5,"China",46,2116
10,"China",29,841
6,"China",39,1521
2,"China",41,1681
7,"China",32,1024
2,"China",39,1521
4,"China",39,1521
5,"China",31,961
6,"China",25,625
4,"China",44,1936
6,"China",41,1681
5,"China",39,1521
5,"China",47,2209
8,"China",22,484
5,"China",43,1849
6,"China",42,1764
5,"China",36,1296
5,"China",46,2116
5,"China",34,1156
8,"China",51,2601
6,"China",50,2500
6,"China",44,1936
10,"China",37,1369
3,"China",38,1444
5,"China",34,1156
3,"China",42,1764
5,"China",48,2304
7,"China",37,1369
6,"China",36,1296
2,"China",48,2304
6,"China",53,2809
7,"China",39,1521
7,"China",32,1024
5,"China",40,1600
0,"China",37,1369
2,"China",40,1600
4,"China",58,3364
6,"China",40,1600
5,"China",34,1156
7,"China",34,1156
5,"China",34,1156
5,"China",37,1369
0,"China",37,1369
4,"China",59,3481
7,"China",22,484
7,"China",41,1681
5,"China",52,2704
5,"China",43,1849
9,"China",42,1764
4,"China",44,1936
5,"China",33,1089
4,"China",24,576
5,"China",22,484
5,"China",28,784
5,"China",29,841
5,"China",36,1296
5,"China",28,784
4,"China",60,3600
3,"China",33,1089
4,"China",33,1089
6,"China",55,3025
5,"China",37,1369
8,"China",40,1600
2,"China",49,2401
7,"China",29,841
6,"China",30,900
5,"China",49,2401
4,"China",26,676
7,"China",47,2209
4,"China",48,2304
5,"China",32,1024
7,"China",56,3136
5,"China",39,1521
5,"China",39,1521
6,"China",39,1521
7,"China",38,1444
2,"China",32,1024
2,"China",40,1600
3,"China",41,1681
7,"China",49,2401
5,"China",40,1600
6,"China",60,3600
5,"China",32,1024
6,"China",39,1521
0,"China",50,2500
3,"China",27,729
7,"China",52,2704
5,"China",54,2916
5,"China",30,900
3,"China",30,900
8,"China",32,1024
5,"China",34,1156
3,"China",36,1296
8,"China",40,1600
3,"China",42,1764
8,"China",40,1600
3,"China",34,1156
8,"China",30,900
4,"China",39,1521
7,"China",52,2704
5,"China",39,1521
6,"China",57,3249
5,"China",42,1764
7,"China",46,2116
7,"China",46,2116
5,"China",50,2500
3,"China",34,1156
3,"China",32,1024
3,"China",22,484
4,"China",51,2601
7,"China",25,625
2,"China",23,529
5,"China",27,729
6,"China",48,2304
3,"China",31,961
0,"China",39,1521
5,"China",55,3025
2,"China",58,3364
5,"China",39,1521
3,"China",37,1369
7,"China",60,3600
0,"China",35,1225
5,"China",22,484
5,"China",49,2401
7,"China",40,1600
6,"China",31,961
5,"China",44,1936
6,"China",38,1444
5,"China",28,784
5,"China",40,1600
5,"China",37,1369
3,"China",31,961
5,"China",40,1600
5,"China",31,961
8,"China",49,2401
5,"China",46,2116
4,"China",31,961
6,"China",28,784
5,"China",35,1225
8,"China",58,3364
5,"China",60,3600
8,"China",46,2116
5,"China",60,3600
5,"China",26,676
8,"China",46,2116
2,"China",60,3600
5,"India",41,1681
5,"India",21,441
5,"India",44,1936
5,"India",21,441
4,"India",29,841
6,"India",54,2916
6,"India",48,2304
8,"India",26,676
5,"India",44,1936
8,"India",45,2025
5,"India",50,2500
6,"India",30,900
8,"India",28,784
5,"India",26,676
5,"India",26,676
5,"India",33,1089
6,"India",27,729
5,"India",28,784
5,"India",31,961
5,"India",48,2304
8,"India",30,900
5,"India",33,1089
5,"India",26,676
5,"India",22,484
5,"India",54,2916
6,"India",21,441
5,"India",39,1521
8,"India",40,1600
8,"India",22,484
4,"India",36,1296
6,"India",26,676
4,"India",23,529
9,"India",32,1024
5,"India",22,484
7,"India",46,2116
6,"India",44,1936
7,"India",44,1936
5,"India",31,961
1,"India",24,576
5,"India",31,961
5,"India",35,1225
5,"India",28,784
5,"India",53,2809
5,"India",37,1369
6,"India",28,784
5,"India",59,3481
4,"India",39,1521
5,"India",34,1156
9,"India",40,1600
7,"India",26,676
6,"India",38,1444
6,"India",39,1521
5,"India",43,1849
3,"India",41,1681
9,"India",54,2916
5,"India",63,3969
5,"India",30,900
1,"India",25,625
7,"India",38,1444
5,"India",40,1600
5,"India",33,1089
5,"India",21,441
5,"India",39,1521
5,"India",33,1089
4,"India",39,1521
3,"India",30,900
2,"India",26,676
6,"India",42,1764
6,"India",24,576
3,"India",30,900
5,"India",49,2401
5,"India",31,961
5,"India",34,1156
5,"India",42,1764
5,"India",46,2116
7,"India",55,3025
4,"India",33,1089
4,"India",50,2500
4,"India",26,676
2,"India",25,625
5,"India",35,1225
5,"India",32,1024
0,"India",32,1024
4,"India",58,3364
6,"India",38,1444
3,"India",40,1600
6,"India",22,484
5,"India",57,3249
7,"India",38,1444
1,"India",43,1849
8,"India",64,4096
6,"India",41,1681
7,"India",48,2304
6,"India",48,2304
8,"India",48,2304
1,"India",50,2500
3,"India",25,625
5,"India",26,676
0,"India",42,1764
5,"India",31,961
5,"India",23,529
4,"India",22,484
6,"India",58,3364
7,"India",23,529
10,"India",55,3025
0,"India",62,3844
5,"India",32,1024
7,"India",40,1600
5,"India",38,1444
5,"India",36,1296
5,"India",35,1225
5,"India",50,2500
5,"India",26,676
5,"India",47,2209
8,"India",32,1024
4,"India",34,1156
5,"India",44,1936
5,"India",28,784
5,"India",30,900
4,"India",25,625
0,"India",24,576
4,"India",45,2025
5,"India",28,784
5,"India",36,1296
5,"India",52,2704
5,"India",28,784
6,"India",26,676
10,"India",32,1024
6,"India",43,1849
3,"India",37,1369
5,"India",34,1156
3,"India",36,1296
10,"India",27,729
8,"India",23,529
5,"India",44,1936
8,"India",50,2500
3,"India",24,576
9,"India",35,1225
5,"India",34,1156
5,"India",40,1600
5,"India",28,784
5,"India",32,1024
5,"India",26,676
4,"India",39,1521
5,"India",24,576
5,"India",36,1296
4,"India",31,961
5,"India",39,1521
6,"India",50,2500
5,"India",32,1024
6,"India",24,576
6,"India",22,484
8,"India",21,441
6,"India",57,3249
6,"India",21,441
7,"India",38,1444
10,"India",51,2601
10,"India",23,529
10,"India",26,676
8,"India",57,3249
10,"India",26,676
5,"India",55,3025
4,"India",28,784
10,"India",35,1225
6,"India",53,2809
8,"India",55,3025
6,"India",41,1681
5,"India",45,2025
5,"India",42,1764
7,"India",40,1600
8,"India",39,1521
8,"India",23,529
8,"India",24,576
7,"India",26,676
5,"India",34,1156
4,"India",27,729
7,"India",30,900
6,"India",24,576
8,"India",41,1681
6,"India",45,2025
7,"India",42,1764
5,"India",57,3249
7,"India",43,1849
5,"India",35,1225
7,"India",34,1156
5,"India",39,1521
5,"India",35,1225
5,"India",26,676
5,"India",36,1296
4,"India",33,1089
6,"India",35,1225
4,"India",25,625
3,"India",50,2500
8,"India",55,3025
6,"India",21,441
6,"India",53,2809
6,"India",46,2116
5,"India",63,3969
6,"India",41,1681
4,"India",34,1156
4,"India",45,2025
4,"India",60,3600
5,"India",28,784
7,"India",40,1600
5,"India",40,1600
5,"India",57,3249
7,"India",35,1225
7,"India",30,900
5,"India",56,3136
6,"India",46,2116
8,"India",50,2500
4,"India",45,2025
8,"India",40,1600
7,"India",34,1156
5,"India",25,625
5,"India",24,576
5,"India",48,2304
3,"India",24,576
6,"India",21,441
7,"India",33,1089
5,"India",29,841
10,"India",25,625
8,"India",31,961
8,"India",31,961
10,"India",29,841
6,"India",32,1024
7,"India",35,1225
8,"India",32,1024
6,"India",31,961
6,"India",27,729
8,"India",29,841
6,"India",29,841
7,"India",42,1764
4,"India",35,1225
6,"India",38,1444
4,"India",40,1600
5,"India",60,3600
8,"India",35,1225
5,"India",40,1600
6,"India",21,441
8,"India",26,676
7,"India",50,2500
7,"India",55,3025
8,"India",35,1225
9,"India",42,1764
7,"India",51,2601
7,"India",46,2116
6,"India",35,1225
6,"India",48,2304
6,"India",24,576
6,"India",60,3600
7,"India",55,3025
7,"India",38,1444
7,"India",40,1600
4,"India",50,2500
0,"India",35,1225
0,"India",35,1225
5,"India",38,1444
6,"India",60,3600
5,"India",28,784
7,"India",40,1600
6,"India",36,1296
4,"India",43,1849
3,"India",45,2025
5,"India",33,1089
5,"India",37,1369
7,"India",21,441
5,"India",34,1156
6,"India",54,2916
5,"India",42,1764
5,"India",57,3249
1,"India",52,2704
5,"India",30,900
5,"India",38,1444
5,"India",30,900
5,"India",44,1936
6,"India",21,441
5,"India",44,1936
5,"India",29,841
5,"India",39,1521
6,"India",40,1600
6,"India",28,784
5,"India",29,841
5,"India",35,1225
5,"India",35,1225
4,"India",26,676
10,"India",55,3025
5,"India",35,1225
3,"India",23,529
5,"India",26,676
5,"India",26,676
3,"India",29,841
1,"India",24,576
5,"India",24,576
8,"India",60,3600
10,"India",24,576
5,"India",28,784
5,"India",32,1024
5,"India",36,1296
6,"India",43,1849
6,"India",28,784
5,"India",21,441
10,"India",65,4225
7,"India",26,676
2,"India",23,529
6,"India",38,1444
1,"India",48,2304
1,"India",34,1156
5,"India",36,1296
7,"India",28,784
8,"India",60,3600
6,"India",30,900
8,"India",34,1156
5,"India",59,3481
5,"India",26,676
5,"India",26,676
5,"India",34,1156
5,"India",27,729
4,"India",27,729
5,"India",45,2025
2,"India",40,1600
8,"India",60,3600
5,"India",28,784
5,"India",24,576
5,"India",39,1521
5,"India",47,2209
6,"India",54,2916
5,"India",44,1936
7,"India",31,961
5,"India",46,2116
0,"India",47,2209
6,"India",64,4096
7,"India",29,841
7,"India",38,1444
7,"India",32,1024
10,"India",55,3025
7,"India",38,1444
7,"India",25,625
5,"India",22,484
7,"India",38,1444
6,"India",44,1936
7,"India",22,484
10,"India",51,2601
5,"India",54,2916
5,"India",21,441
1,"India",39,1521
5,"India",48,2304
5,"India",30,900
5,"India",40,1600
5,"India",58,3364
5,"India",57,3249
4,"India",23,529
6,"India",29,841
0,"India",39,1521
5,"India",52,2704
6,"India",21,441
5,"India",51,2601
6,"India",23,529
6,"India",21,441
5,"India",25,625
5,"India",25,625
6,"India",23,529
6,"India",27,729
5,"India",21,441
8,"India",32,1024
8,"India",32,1024
8,"India",28,784
6,"India",59,3481
7,"India",49,2401
7,"India",31,961
6,"India",32,1024
6,"India",51,2601
4,"India",26,676
5,"India",24,576
3,"India",50,2500
5,"India",30,900
5,"India",28,784
5,"India",39,1521
10,"India",30,900
6,"India",31,961
6,"India",25,625
7,"India",60,3600
6,"India",39,1521
8,"India",21,441
6,"India",37,1369
2,"India",31,961
7,"India",34,1156
5,"India",53,2809
5,"India",47,2209
5,"India",37,1369
5,"India",37,1369
6,"India",26,676
7,"India",22,484
9,"India",37,1369
3,"India",48,2304
5,"India",60,3600
5,"India",45,2025
6,"India",32,1024
5,"India",43,1849
8,"India",22,484
3,"India",32,1024
4,"India",33,1089
2,"India",45,2025
2,"India",35,1225
4,"India",45,2025
0,"India",35,1225
8,"India",32,1024
4,"India",24,576
5,"India",40,1600
8,"India",21,441
1,"India",40,1600
5,"India",38,1444
4,"India",41,1681
1,"India",60,3600
4,"India",54,2916
6,"India",47,2209
8,"India",32,1024
4,"India",22,484
5,"India",40,1600
2,"India",27,729
3,"India",23,529
1,"India",46,2116
1,"India",42,1764
5,"India",40,1600
3,"India",30,900
4,"India",40,1600
1,"India",50,2500
5,"India",26,676
1,"India",35,1225
3,"India",40,1600
4,"India",32,1024
3,"India",35,1225
7,"India",22,484
2,"India",30,900
3,"India",50,2500
2,"India",23,529
6,"India",45,2025
6,"India",30,900
4,"India",37,1369
5,"India",45,2025
5,"India",25,625
5,"India",27,729
5,"India",45,2025
7,"India",30,900
4,"India",35,1225
3,"India",45,2025
5,"India",40,1600
5,"India",35,1225
0,"India",35,1225
2,"India",21,441
5,"India",30,900
4,"India",22,484
6,"India",30,900
5,"India",28,784
2,"India",64,4096
3,"India",24,576
5,"India",55,3025
3,"India",50,2500
5,"India",48,2304
4,"India",36,1296
3,"India",26,676
5,"India",28,784
5,"India",28,784
5,"India",28,784
3,"India",40,1600
9,"India",50,2500
5,"India",36,1296
4,"India",30,900
2,"India",40,1600
3,"India",50,2500
1,"India",45,2025
4,"India",50,2500
3,"India",40,1600
3,"India",50,2500
2,"India",30,900
6,"India",32,1024
8,"India",31,961
5,"India",35,1225
4,"India",60,3600
5,"India",56,3136
5,"India",28,784
6,"India",36,1296
0,"India",38,1444
7,"India",35,1225
1,"India",50,2500
3,"India",30,900
4,"India",25,625
5,"India",50,2500
10,"India",23,529
10,"India",25,625
10,"India",27,729
5,"India",52,2704
5,"India",52,2704
1,"India",29,841
7,"India",40,1600
6,"India",25,625
5,"India",26,676
4,"India",40,1600
6,"India",22,484
7,"India",31,961
4,"India",50,2500
5,"India",26,676
7,"India",33,1089
5,"India",35,1225
5,"India",31,961
4,"India",41,1681
1,"India",50,2500
10,"India",40,1600
4,"India",36,1296
8,"India",27,729
8,"India",22,484
5,"India",45,2025
6,"India",29,841
7,"India",35,1225
5,"India",39,1521
4,"India",28,784
7,"India",26,676
7,"India",49,2401
5,"India",42,1764
5,"India",35,1225
6,"India",37,1369
5,"India",32,1024
3,"India",25,625
6,"India",30,900
5,"India",27,729
2,"India",30,900
7,"India",35,1225
3,"India",30,900
5,"India",36,1296
2,"India",44,1936
4,"India",30,900
5,"India",30,900
7,"India",34,1156
4,"India",28,784
8,"India",22,484
10,"India",30,900
5,"India",37,1369
5,"India",40,1600
5,"India",36,1296
5,"India",45,2025
4,"India",38,1444
7,"India",37,1369
4,"India",48,2304
5,"India",38,1444
2,"India",24,576
5,"India",45,2025
3,"India",22,484
9,"India",35,1225
3,"India",32,1024
5,"India",30,900
8,"India",38,1444
7,"India",25,625
9,"India",40,1600
4,"India",45,2025
6,"India",62,3844
3,"India",32,1024
2,"India",45,2025
4,"India",30,900
6,"India",25,625
5,"India",63,3969
9,"India",32,1024
4,"India",45,2025
4,"India",60,3600
1,"India",23,529
10,"India",30,900
3,"India",26,676
6,"India",45,2025
5,"India",35,1225
10,"India",40,1600
5,"India",45,2025
4,"India",28,784
3,"India",30,900
5,"India",45,2025
3,"India",40,1600
4,"India",25,625
9,"India",38,1444
9,"India",35,1225
6,"India",40,1600
10,"India",28,784
6,"India",27,729
5,"India",34,1156
3,"India",25,625
3,"India",28,784
6,"India",25,625
5,"India",30,900
8,"India",35,1225
7,"India",38,1444
8,"India",27,729
7,"India",48,2304
0,"India",64,4096
0,"India",42,1764
9,"India",31,961
9,"India",45,2025
5,"India",39,1521
5,"India",39,1521
3,"India",64,4096
7,"India",33,1089
10,"India",40,1600
9,"India",28,784
5,"India",38,1444
7,"India",21,441
5,"India",23,529
5,"India",30,900
5,"India",39,1521
6,"India",27,729
0,"India",65,4225
10,"India",26,676
8,"India",21,441
5,"India",30,900
5,"India",59,3481
2,"India",27,729
9,"India",22,484
0,"India",30,900
5,"India",46,2116
5,"India",35,1225
5,"India",34,1156
8,"India",30,900
5,"India",55,3025
9,"India",24,576
2,"India",55,3025
5,"India",32,1024
3,"India",35,1225
5,"India",21,441
2,"India",48,2304
5,"India",29,841
6,"India",21,441
4,"India",43,1849
5,"India",42,1764
5,"India",21,441
5,"India",41,1681
7,"India",28,784
5,"India",28,784
5,"India",32,1024
5,"India",24,576
5,"India",40,1600
5,"India",41,1681
5,"India",44,1936
5,"India",35,1225
3,"India",26,676
10,"India",42,1764
7,"India",37,1369
4,"India",56,3136
5,"India",44,1936
0,"India",28,784
5,"India",43,1849
5,"India",49,2401
5,"India",46,2116
5,"India",24,576
3,"India",42,1764
2,"India",38,1444
4,"India",38,1444
1,"India",40,1600
1,"India",26,676
5,"India",57,3249
4,"India",48,2304
5,"India",45,2025
6,"India",48,2304
8,"India",53,2809
5,"India",42,1764
1,"India",41,1681
5,"India",49,2401
5,"India",45,2025
3,"India",52,2704
5,"India",38,1444
5,"India",38,1444
5,"India",52,2704
5,"India",21,441
5,"India",35,1225
5,"India",38,1444
5,"India",34,1156
4,"India",33,1089
5,"India",34,1156
1,"India",34,1156
4,"India",39,1521
5,"India",51,2601
5,"India",29,841
5,"India",50,2500
3,"India",36,1296
5,"India",55,3025
5,"India",35,1225
5,"India",38,1444
10,"India",49,2401
5,"India",26,676
5,"India",56,3136
5,"India",45,2025
5,"India",52,2704
5,"India",38,1444
5,"India",48,2304
0,"India",32,1024
5,"India",30,900
5,"India",22,484
5,"India",30,900
5,"India",29,841
4,"India",35,1225
1,"India",25,625
5,"India",22,484
0,"India",55,3025
5,"India",40,1600
2,"India",26,676
7,"India",32,1024
5,"India",35,1225
2,"India",40,1600
2,"India",41,1681
4,"India",42,1764
3,"India",26,676
7,"India",24,576
5,"India",48,2304
4,"India",49,2401
5,"India",25,625
4,"India",40,1600
5,"India",60,3600
5,"India",32,1024
5,"India",44,1936
5,"India",40,1600
0,"India",42,1764
6,"India",34,1156
5,"India",47,2209
5,"India",50,2500
5,"India",62,3844
0,"India",32,1024
5,"India",30,900
3,"India",38,1444
5,"India",55,3025
8,"India",35,1225
5,"India",35,1225
7,"India",38,1444
6,"India",35,1225
5,"India",27,729
7,"India",25,625
4,"India",38,1444
10,"India",36,1296
8,"India",39,1521
4,"India",24,576
5,"India",51,2601
5,"India",37,1369
5,"India",61,3721
7,"India",37,1369
7,"India",49,2401
10,"India",38,1444
5,"India",29,841
6,"India",25,625
5,"India",47,2209
6,"India",21,441
5,"India",64,4096
5,"India",65,4225
3,"India",34,1156
5,"India",40,1600
5,"India",52,2704
6,"India",22,484
5,"India",64,4096
6,"India",38,1444
9,"India",55,3025
7,"India",54,2916
0,"India",64,4096
6,"India",28,784
6,"India",26,676
1,"India",30,900
5,"India",41,1681
5,"India",38,1444
5,"India",55,3025
1,"India",50,2500
6,"India",56,3136
6,"India",41,1681
4,"India",32,1024
3,"India",32,1024
4,"India",65,4225
6,"India",21,441
5,"India",42,1764
8,"India",53,2809
3,"India",22,484
5,"India",26,676
1,"India",35,1225
3,"India",51,2601
5,"India",28,784
8,"India",38,1444
5,"India",30,900
8,"India",24,576
5,"India",23,529
10,"India",23,529
5,"India",35,1225
5,"India",65,4225
8,"India",60,3600
4,"India",65,4225
6,"India",46,2116
7,"India",25,625
5,"India",28,784
5,"India",30,900
3,"India",24,576
3,"India",58,3364
7,"India",32,1024
5,"India",50,2500
6,"India",53,2809
6,"India",33,1089
6,"India",30,900
6,"India",39,1521
5,"India",30,900
7,"India",35,1225
5,"India",40,1600
10,"India",59,3481
2,"India",60,3600
8,"India",45,2025
2,"India",22,484
2,"India",45,2025
7,"India",26,676
0,"India",21,441
2,"India",42,1764
3,"India",48,2304
3,"India",31,961
4,"India",51,2601
2,"India",24,576
5,"India",58,3364
5,"India",55,3025
5,"India",56,3136
5,"India",21,441
5,"India",60,3600
3,"India",64,4096
5,"India",25,625
2,"India",55,3025
5,"India",27,729
5,"India",37,1369
7,"India",37,1369
5,"India",48,2304
7,"India",22,484
5,"India",28,784
5,"India",34,1156
4,"India",33,1089
5,"India",44,1936
5,"India",45,2025
6,"India",22,484
7,"India",58,3364
3,"India",48,2304
6,"India",31,961
1,"India",24,576
4,"India",21,441
4,"India",51,2601
5,"India",42,1764
0,"India",44,1936
5,"India",56,3136
4,"India",32,1024
1,"India",39,1521
3,"India",45,2025
3,"India",40,1600
5,"India",38,1444
5,"India",26,676
5,"India",32,1024
5,"India",49,2401
3,"India",40,1600
4,"India",45,2025
7,"India",23,529
5,"India",22,484
5,"India",42,1764
8,"India",35,1225
6,"India",21,441
5,"India",48,2304
6,"India",42,1764
6,"India",49,2401
7,"India",34,1156
5,"India",25,625
6,"India",34,1156
4,"India",42,1764
5,"India",35,1225
0,"India",38,1444
1,"India",29,841
0,"India",26,676
1,"India",34,1156
4,"India",60,3600
6,"India",30,900
3,"India",47,2209
7,"India",21,441
3,"India",47,2209
6,"India",28,784
5,"India",34,1156
4,"India",32,1024
5,"India",51,2601
5,"India",44,1936
3,"India",40,1600
5,"India",38,1444
4,"India",40,1600
5,"India",26,676
2,"India",25,625
3,"India",25,625
3,"India",24,576
5,"India",45,2025
3,"India",44,1936
4,"India",32,1024
5,"India",33,1089
5,"India",30,900
5,"India",22,484
5,"India",50,2500
7,"India",29,841
5,"India",46,2116
5,"India",47,2209
9,"India",47,2209
3,"India",33,1089
2,"India",22,484
5,"India",38,1444
5,"India",32,1024
5,"India",30,900
7,"India",30,900
10,"India",39,1521
5,"India",58,3364
6,"India",49,2401
4,"India",22,484
2,"India",48,2304
5,"India",35,1225
4,"India",35,1225
6,"India",39,1521
8,"India",50,2500
5,"India",52,2704
6,"India",24,576
2,"India",34,1156
2,"India",55,3025
5,"India",28,784
2,"India",26,676
6,"India",24,576
3,"India",28,784
6,"India",45,2025
8,"India",42,1764
8,"India",63,3969
5,"India",26,676
5,"India",34,1156
6,"India",24,576
5,"India",54,2916
2,"India",34,1156
5,"India",24,576
8,"India",21,441
6,"India",31,961
5,"India",49,2401
4,"India",29,841
6,"India",44,1936
5,"India",29,841
8,"India",29,841
5,"India",25,625
5,"India",24,576
5,"India",38,1444
8,"India",34,1156
8,"India",38,1444
5,"India",34,1156
3,"India",25,625
3,"India",22,484
8,"India",35,1225
2,"India",35,1225
2,"India",26,676
5,"India",32,1024
5,"India",63,3969
4,"India",38,1444
6,"India",47,2209
5,"India",27,729
3,"India",32,1024
6,"India",40,1600
6,"India",34,1156
5,"India",35,1225
5,"India",32,1024
6,"India",45,2025
6,"India",42,1764
8,"India",40,1600
5,"India",38,1444
6,"India",55,3025
8,"India",23,529
5,"India",34,1156
5,"India",28,784
7,"India",32,1024
5,"India",39,1521
5,"India",45,2025
4,"India",22,484
4,"India",40,1600
6,"India",45,2025
5,"India",31,961
5,"India",28,784
4,"India",22,484
5,"India",25,625
3,"India",35,1225
5,"India",55,3025
5,"India",44,1936
7,"India",22,484
5,"India",44,1936
5,"India",36,1296
6,"India",39,1521
4,"India",28,784
5,"India",28,784
4,"India",28,784
5,"India",25,625
5,"India",60,3600
5,"India",32,1024
5,"India",34,1156
8,"India",25,625
3,"India",40,1600
6,"India",27,729
3,"India",35,1225
5,"India",27,729
8,"India",22,484
5,"India",40,1600
6,"India",44,1936
8,"India",24,576
5,"India",27,729
8,"India",37,1369
7,"India",21,441
5,"India",43,1849
5,"India",48,2304
8,"India",40,1600
5,"India",22,484
0,"India",34,1156
2,"India",34,1156
5,"India",25,625
5,"India",30,900
2,"India",42,1764
5,"India",22,484
3,"India",50,2500
5,"India",34,1156
6,"India",23,529
4,"India",41,1681
2,"India",61,3721
4,"India",34,1156
0,"India",35,1225
0,"India",28,784
3,"India",43,1849
8,"India",26,676
3,"India",50,2500
5,"India",30,900
2,"India",44,1936
5,"India",34,1156
5,"India",34,1156
5,"India",59,3481
5,"India",40,1600
4,"India",30,900
4,"India",24,576
5,"India",30,900
6,"India",35,1225
6,"India",28,784
3,"India",29,841
4,"India",40,1600
5,"India",55,3025
5,"India",36,1296
4,"India",45,2025
0,"India",23,529
5,"India",55,3025
1,"India",38,1444
2,"India",41,1681
5,"India",23,529
0,"India",30,900
5,"India",63,3969
4,"India",27,729
7,"India",35,1225
4,"India",35,1225
3,"India",35,1225
3,"India",32,1024
2,"India",23,529
4,"India",40,1600
3,"India",35,1225
3,"India",35,1225
5,"India",30,900
4,"India",50,2500
6,"India",38,1444
5,"India",30,900
5,"India",22,484
5,"India",23,529
6,"India",35,1225
4,"India",62,3844
5,"India",33,1089
5,"India",51,2601
0,"India",22,484
2,"India",51,2601
2,"India",27,729
1,"India",27,729
3,"India",45,2025
0,"India",37,1369
1,"India",62,3844
2,"India",32,1024
2,"India",35,1225
0,"India",38,1444
2,"India",63,3969
0,"India",60,3600
2,"India",35,1225
5,"India",22,484
5,"India",36,1296
2,"India",39,1521
5,"India",33,1089
5,"India",45,2025
5,"India",63,3969
5,"India",44,1936
5,"India",44,1936
0,"India",22,484
5,"India",29,841
5,"India",49,2401
6,"India",45,2025
6,"India",49,2401
5,"India",39,1521
5,"India",29,841
7,"India",25,625
7,"India",25,625
3,"India",30,900
5,"India",40,1600
3,"India",54,2916
9,"India",55,3025
6,"India",34,1156
5,"India",45,2025
6,"India",36,1296
8,"India",58,3364
8,"India",49,2401
5,"India",52,2704
3,"India",51,2601
5,"India",30,900
5,"India",24,576
1,"India",34,1156
5,"India",24,576
5,"India",32,1024
5,"India",40,1600
5,"India",35,1225
5,"India",34,1156
8,"India",31,961
5,"India",45,2025
4,"India",45,2025
6,"India",23,529
5,"India",45,2025
5,"India",26,676
5,"India",24,576
4,"India",22,484
5,"India",38,1444
7,"India",25,625
3,"India",30,900
3,"India",32,1024
3,"India",45,2025
3,"India",30,900
5,"India",30,900
5,"India",21,441
5,"India",59,3481
5,"India",39,1521
5,"India",21,441
5,"India",23,529
5,"India",34,1156
8,"India",21,441
5,"India",42,1764
5,"India",28,784
8,"India",23,529
7,"India",21,441
5,"India",30,900
10,"India",65,4225
7,"India",65,4225
8,"India",23,529
4,"India",43,1849
3,"India",25,625
5,"India",31,961
5,"India",32,1024
