"satis","country","age","age2"
4,"Pakistan",39,1521
3,"Pakistan",22,484
6,"Pakistan",35,1225
6,"Pakistan",59,3481
5,"Pakistan",44,1936
5,"Pakistan",44,1936
6,"Pakistan",31,961
7,"Pakistan",22,484
1,"Pakistan",44,1936
5,"Pakistan",45,2025
5,"Pakistan",39,1521
5,"Pakistan",35,1225
7,"Pakistan",26,676
5,"Pakistan",29,841
5,"Pakistan",31,961
3,"Pakistan",49,2401
5,"Pakistan",27,729
5,"Pakistan",39,1521
5,"Pakistan",34,1156
4,"Pakistan",22,484
4,"Pakistan",30,900
4,"Pakistan",34,1156
9,"Pakistan",31,961
8,"Pakistan",39,1521
8,"Pakistan",48,2304
3,"Pakistan",59,3481
5,"Pakistan",59,3481
6,"Pakistan",52,2704
5,"Pakistan",29,841
3,"Pakistan",26,676
5,"Pakistan",24,576
5,"Pakistan",49,2401
5,"Pakistan",21,441
6,"Pakistan",32,1024
5,"Pakistan",29,841
5,"Pakistan",59,3481
5,"Pakistan",32,1024
5,"Pakistan",54,2916
6,"Pakistan",26,676
5,"Pakistan",69,4761
5,"Pakistan",44,1936
4,"Pakistan",49,2401
2,"Pakistan",59,3481
5,"Pakistan",45,2025
5,"Pakistan",27,729
5,"Pakistan",27,729
5,"Pakistan",30,900
6,"Pakistan",39,1521
6,"Pakistan",37,1369
5,"Pakistan",22,484
1,"Pakistan",25,625
6,"Pakistan",44,1936
5,"Pakistan",64,4096
5,"Pakistan",57,3249
6,"Pakistan",45,2025
5,"Pakistan",64,4096
5,"Pakistan",50,2500
3,"Pakistan",59,3481
3,"Pakistan",29,841
2,"Pakistan",24,576
5,"Pakistan",41,1681
4,"Pakistan",33,1089
6,"Pakistan",44,1936
3,"Pakistan",26,676
5,"Pakistan",59,3481
8,"Pakistan",21,441
2,"Pakistan",46,2116
2,"Pakistan",27,729
5,"Pakistan",47,2209
1,"Pakistan",51,2601
5,"Pakistan",54,2916
10,"Pakistan",61,3721
5,"Pakistan",44,1936
5,"Pakistan",31,961
3,"Pakistan",59,3481
8,"Pakistan",38,1444
6,"Pakistan",64,4096
5,"Pakistan",24,576
1,"Pakistan",26,676
2,"Pakistan",34,1156
5,"Pakistan",29,841
5,"Pakistan",21,441
7,"Pakistan",51,2601
5,"Pakistan",27,729
6,"Pakistan",48,2304
5,"Pakistan",54,2916
2,"Pakistan",59,3481
5,"Pakistan",27,729
4,"Pakistan",54,2916
5,"Pakistan",24,576
5,"Pakistan",22,484
6,"Pakistan",26,676
8,"Pakistan",34,1156
3,"Pakistan",29,841
4,"Pakistan",36,1296
9,"Pakistan",32,1024
3,"Pakistan",34,1156
5,"Pakistan",39,1521
1,"Pakistan",31,961
3,"Pakistan",44,1936
3,"Pakistan",64,4096
5,"Pakistan",59,3481
1,"Pakistan",59,3481
6,"Pakistan",31,961
5,"Pakistan",31,961
5,"Pakistan",28,784
0,"Pakistan",34,1156
5,"Pakistan",21,441
5,"Pakistan",26,676
5,"Pakistan",29,841
9,"Pakistan",35,1225
10,"Pakistan",42,1764
5,"Pakistan",29,841
7,"Pakistan",49,2401
5,"Pakistan",34,1156
5,"Pakistan",29,841
4,"Pakistan",46,2116
3,"Pakistan",29,841
3,"Pakistan",49,2401
5,"Pakistan",39,1521
3,"Pakistan",34,1156
5,"Pakistan",29,841
3,"Pakistan",21,441
3,"Pakistan",29,841
5,"Pakistan",24,576
3,"Pakistan",35,1225
5,"Pakistan",31,961
5,"Pakistan",44,1936
4,"Pakistan",41,1681
5,"Pakistan",23,529
1,"Pakistan",29,841
1,"Pakistan",49,2401
2,"Pakistan",37,1369
2,"Pakistan",54,2916
3,"Pakistan",59,3481
5,"Pakistan",49,2401
5,"Pakistan",35,1225
0,"Pakistan",59,3481
0,"Pakistan",29,841
2,"Pakistan",59,3481
5,"Pakistan",31,961
3,"Pakistan",44,1936
0,"Pakistan",64,4096
5,"Pakistan",54,2916
3,"Pakistan",29,841
5,"Pakistan",49,2401
3,"Pakistan",64,4096
3,"Pakistan",41,1681
3,"Pakistan",45,2025
5,"Pakistan",24,576
5,"Pakistan",29,841
6,"Pakistan",44,1936
2,"Pakistan",39,1521
2,"Pakistan",54,2916
5,"Pakistan",57,3249
3,"Pakistan",51,2601
3,"Pakistan",27,729
5,"Pakistan",59,3481
3,"Pakistan",41,1681
5,"Pakistan",34,1156
2,"Pakistan",27,729
2,"Pakistan",54,2916
2,"Pakistan",39,1521
3,"Pakistan",38,1444
3,"Pakistan",59,3481
3,"Pakistan",50,2500
1,"Pakistan",47,2209
5,"Pakistan",34,1156
2,"Pakistan",24,576
5,"Pakistan",39,1521
5,"Pakistan",40,1600
2,"Pakistan",42,1764
7,"Pakistan",39,1521
3,"Pakistan",44,1936
9,"Pakistan",64,4096
5,"Pakistan",49,2401
4,"Pakistan",29,841
6,"Pakistan",40,1600
7,"Pakistan",59,3481
10,"Pakistan",27,729
5,"Pakistan",21,441
7,"Pakistan",26,676
5,"Pakistan",29,841
3,"Pakistan",49,2401
4,"Pakistan",34,1156
4,"Pakistan",39,1521
7,"Pakistan",34,1156
5,"Pakistan",52,2704
6,"Pakistan",27,729
5,"Pakistan",37,1369
4,"Pakistan",44,1936
4,"Pakistan",47,2209
4,"Pakistan",39,1521
3,"Pakistan",44,1936
4,"Pakistan",64,4096
0,"Pakistan",29,841
3,"Pakistan",34,1156
3,"Pakistan",34,1156
4,"Pakistan",69,4761
1,"Pakistan",44,1936
1,"Pakistan",34,1156
2,"Pakistan",49,2401
6,"Pakistan",21,441
4,"Pakistan",21,441
7,"Pakistan",29,841
5,"Pakistan",22,484
7,"Pakistan",31,961
5,"Pakistan",39,1521
4,"Pakistan",34,1156
4,"Pakistan",49,2401
4,"Pakistan",21,441
4,"Pakistan",22,484
3,"Pakistan",44,1936
3,"Pakistan",59,3481
4,"Pakistan",29,841
5,"Pakistan",29,841
4,"Pakistan",29,841
4,"Pakistan",54,2916
5,"Pakistan",49,2401
5,"Pakistan",69,4761
5,"Pakistan",44,1936
7,"Pakistan",24,576
5,"Pakistan",24,576
5,"Pakistan",26,676
5,"Pakistan",29,841
3,"Pakistan",34,1156
7,"Pakistan",34,1156
8,"Pakistan",44,1936
5,"Pakistan",34,1156
5,"Pakistan",29,841
5,"Pakistan",54,2916
5,"Pakistan",22,484
5,"Pakistan",29,841
5,"Pakistan",49,2401
5,"Pakistan",49,2401
5,"Pakistan",21,441
5,"Pakistan",29,841
6,"Pakistan",34,1156
7,"Pakistan",29,841
10,"Pakistan",26,676
10,"Pakistan",23,529
6,"Pakistan",24,576
4,"Pakistan",39,1521
5,"Pakistan",44,1936
6,"Pakistan",34,1156
5,"Pakistan",34,1156
3,"Pakistan",57,3249
2,"Pakistan",26,676
3,"Pakistan",34,1156
4,"Pakistan",47,2209
4,"Pakistan",37,1369
7,"Pakistan",29,841
6,"Pakistan",26,676
5,"Pakistan",21,441
5,"Pakistan",25,625
5,"Pakistan",28,784
5,"Pakistan",34,1156
5,"Pakistan",24,576
8,"Pakistan",25,625
8,"Pakistan",29,841
8,"Pakistan",44,1936
6,"Pakistan",34,1156
5,"Pakistan",34,1156
5,"Pakistan",49,2401
6,"Pakistan",24,576
3,"Pakistan",39,1521
2,"Pakistan",44,1936
5,"Pakistan",39,1521
5,"Pakistan",54,2916
5,"Pakistan",34,1156
5,"Pakistan",35,1225
5,"Pakistan",25,625
5,"Pakistan",35,1225
7,"Pakistan",24,576
5,"Pakistan",34,1156
7,"Pakistan",34,1156
5,"Pakistan",24,576
5,"Pakistan",34,1156
5,"Pakistan",64,4096
5,"Pakistan",39,1521
5,"Pakistan",34,1156
5,"Pakistan",59,3481
5,"Pakistan",34,1156
5,"Pakistan",29,841
5,"Pakistan",44,1936
10,"Pakistan",44,1936
5,"Pakistan",34,1156
7,"Pakistan",23,529
5,"Pakistan",30,900
0,"Pakistan",59,3481
0,"Pakistan",24,576
0,"Pakistan",34,1156
6,"Pakistan",21,441
2,"Pakistan",39,1521
10,"Pakistan",24,576
6,"Pakistan",21,441
6,"Pakistan",49,2401
2,"Pakistan",29,841
5,"Pakistan",44,1936
5,"Pakistan",22,484
5,"Pakistan",49,2401
6,"Pakistan",21,441
7,"Pakistan",31,961
4,"Pakistan",39,1521
8,"Pakistan",41,1681
6,"Pakistan",24,576
4,"Pakistan",39,1521
5,"Pakistan",26,676
4,"Pakistan",44,1936
5,"Pakistan",32,1024
10,"Pakistan",39,1521
10,"Pakistan",35,1225
0,"Pakistan",34,1156
0,"Pakistan",24,576
10,"Pakistan",22,484
5,"Pakistan",34,1156
2,"Pakistan",59,3481
5,"Pakistan",39,1521
6,"Pakistan",69,4761
5,"Pakistan",24,576
5,"Pakistan",49,2401
8,"Pakistan",24,576
2,"Pakistan",34,1156
5,"Pakistan",34,1156
7,"Pakistan",24,576
7,"Pakistan",29,841
4,"Pakistan",24,576
6,"Pakistan",24,576
5,"Pakistan",27,729
4,"Pakistan",34,1156
5,"Pakistan",22,484
4,"Pakistan",34,1156
5,"Pakistan",39,1521
4,"Pakistan",59,3481
7,"Pakistan",26,676
5,"Pakistan",39,1521
7,"Pakistan",29,841
8,"Pakistan",27,729
4,"Pakistan",21,441
6,"Pakistan",31,961
7,"Pakistan",29,841
3,"Pakistan",49,2401
4,"Pakistan",49,2401
9,"Pakistan",25,625
6,"Pakistan",30,900
5,"Pakistan",22,484
6,"Pakistan",35,1225
4,"Pakistan",40,1600
6,"Pakistan",30,900
4,"Pakistan",57,3249
7,"Pakistan",27,729
4,"Pakistan",39,1521
7,"Pakistan",21,441
5,"Pakistan",54,2916
2,"Pakistan",39,1521
4,"Pakistan",39,1521
6,"Pakistan",26,676
5,"Pakistan",35,1225
5,"Pakistan",29,841
5,"Pakistan",31,961
4,"Pakistan",29,841
9,"Pakistan",24,576
5,"Pakistan",34,1156
3,"Pakistan",46,2116
7,"Pakistan",21,441
6,"Pakistan",34,1156
8,"Pakistan",44,1936
6,"Pakistan",22,484
6,"Pakistan",29,841
5,"Pakistan",25,625
5,"Pakistan",39,1521
5,"Pakistan",34,1156
10,"Pakistan",29,841
7,"Pakistan",24,576
0,"Pakistan",54,2916
0,"Pakistan",35,1225
9,"Pakistan",49,2401
7,"Pakistan",21,441
10,"Pakistan",26,676
5,"Pakistan",31,961
9,"Pakistan",44,1936
9,"Pakistan",29,841
8,"Pakistan",29,841
8,"Pakistan",26,676
8,"Pakistan",34,1156
6,"Pakistan",44,1936
10,"Pakistan",29,841
5,"Pakistan",49,2401
5,"Pakistan",29,841
5,"Pakistan",24,576
5,"Pakistan",24,576
10,"Pakistan",29,841
5,"Pakistan",29,841
10,"Pakistan",64,4096
10,"Pakistan",39,1521
5,"Pakistan",31,961
8,"Pakistan",29,841
8,"Pakistan",24,576
4,"Pakistan",39,1521
0,"Pakistan",22,484
0,"Pakistan",29,841
1,"Pakistan",29,841
1,"Pakistan",24,576
5,"Pakistan",39,1521
4,"Pakistan",29,841
10,"Pakistan",28,784
7,"Pakistan",54,2916
3,"Pakistan",43,1849
5,"Pakistan",29,841
5,"Pakistan",27,729
5,"Pakistan",22,484
5,"Pakistan",29,841
5,"Pakistan",31,961
4,"Pakistan",31,961
10,"Pakistan",21,441
10,"Pakistan",24,576
2,"Pakistan",34,1156
3,"Pakistan",44,1936
3,"Pakistan",24,576
6,"Pakistan",24,576
6,"Pakistan",34,1156
4,"Pakistan",24,576
9,"Pakistan",49,2401
3,"Pakistan",34,1156
3,"Pakistan",49,2401
3,"Pakistan",44,1936
8,"Pakistan",69,4761
8,"Pakistan",31,961
10,"Pakistan",34,1156
6,"Pakistan",34,1156
10,"Pakistan",24,576
8,"Pakistan",39,1521
8,"Pakistan",39,1521
10,"Pakistan",49,2401
6,"Pakistan",29,841
4,"Pakistan",21,441
5,"Pakistan",21,441
5,"Pakistan",29,841
8,"Pakistan",49,2401
5,"Pakistan",25,625
7,"Pakistan",24,576
7,"Pakistan",29,841
5,"Pakistan",49,2401
5,"Pakistan",29,841
5,"Pakistan",24,576
4,"Pakistan",24,576
4,"Pakistan",24,576
4,"Pakistan",39,1521
3,"Pakistan",39,1521
4,"Pakistan",49,2401
2,"Pakistan",59,3481
4,"Pakistan",34,1156
4,"Pakistan",45,2025
6,"Pakistan",44,1936
3,"Pakistan",44,1936
3,"Pakistan",34,1156
4,"Pakistan",44,1936
4,"Pakistan",27,729
5,"Pakistan",21,441
3,"Pakistan",24,576
3,"Pakistan",49,2401
3,"Pakistan",24,576
6,"Pakistan",26,676
4,"Pakistan",27,729
5,"Pakistan",29,841
4,"Pakistan",29,841
3,"Pakistan",25,625
8,"Pakistan",34,1156
3,"Pakistan",24,576
8,"Pakistan",31,961
6,"Pakistan",29,841
5,"Pakistan",21,441
5,"Pakistan",34,1156
2,"Pakistan",39,1521
3,"Pakistan",24,576
4,"Pakistan",27,729
8,"Pakistan",31,961
5,"Pakistan",29,841
5,"Pakistan",26,676
5,"Pakistan",39,1521
5,"Pakistan",39,1521
9,"Pakistan",24,576
3,"Pakistan",34,1156
2,"Pakistan",39,1521
8,"Pakistan",44,1936
7,"Pakistan",34,1156
4,"Pakistan",59,3481
4,"Pakistan",44,1936
5,"Pakistan",29,841
4,"Pakistan",34,1156
5,"Pakistan",44,1936
4,"Pakistan",49,2401
5,"Pakistan",24,576
5,"Pakistan",59,3481
5,"Pakistan",39,1521
5,"Pakistan",44,1936
4,"Pakistan",49,2401
5,"Pakistan",34,1156
8,"Pakistan",29,841
7,"Pakistan",39,1521
6,"Pakistan",49,2401
5,"Pakistan",24,576
5,"Pakistan",59,3481
5,"Pakistan",54,2916
7,"Pakistan",26,676
8,"Pakistan",29,841
8,"Pakistan",27,729
4,"Pakistan",22,484
9,"Pakistan",24,576
8,"Pakistan",27,729
2,"Pakistan",29,841
3,"Pakistan",29,841
3,"Pakistan",29,841
2,"Pakistan",59,3481
2,"Pakistan",59,3481
2,"Pakistan",29,841
5,"Russia",30,900
6,"Russia",33,1089
4,"Russia",59,3481
1,"Russia",23,529
6,"Russia",67,4489
4,"Russia",25,625
9,"Russia",54,2916
7,"Russia",48,2304
4,"Russia",45,2025
5,"Russia",63,3969
7,"Russia",36,1296
4,"Russia",45,2025
5,"Russia",47,2209
1,"Russia",40,1600
1,"Russia",39,1521
7,"Russia",28,784
5,"Russia",49,2401
7,"Russia",32,1024
6,"Russia",48,2304
2,"Russia",52,2704
8,"Russia",30,900
7,"Russia",56,3136
5,"Russia",29,841
5,"Russia",67,4489
7,"Russia",26,676
8,"Russia",60,3600
1,"Russia",59,3481
5,"Russia",31,961
10,"Russia",24,576
7,"Russia",49,2401
5,"Russia",64,4096
6,"Russia",70,4900
4,"Russia",70,4900
6,"Russia",48,2304
7,"Russia",35,1225
2,"Russia",67,4489
4,"Russia",45,2025
8,"Russia",25,625
6,"Russia",60,3600
4,"Russia",49,2401
5,"Russia",29,841
7,"Russia",50,2500
5,"Russia",67,4489
4,"Russia",35,1225
3,"Russia",59,3481
4,"Russia",58,3364
4,"Russia",61,3721
5,"Russia",56,3136
6,"Russia",37,1369
3,"Russia",33,1089
7,"Russia",36,1296
5,"Russia",30,900
5,"Russia",27,729
5,"Russia",28,784
6,"Russia",26,676
5,"Russia",49,2401
4,"Russia",49,2401
7,"Russia",40,1600
5,"Russia",25,625
4,"Russia",65,4225
3,"Russia",39,1521
5,"Russia",40,1600
4,"Russia",35,1225
2,"Russia",47,2209
6,"Russia",22,484
3,"Russia",64,4096
8,"Russia",40,1600
4,"Russia",61,3721
4,"Russia",65,4225
5,"Russia",28,784
4,"Russia",50,2500
5,"Russia",34,1156
5,"Russia",40,1600
6,"Russia",21,441
8,"Russia",33,1089
7,"Russia",56,3136
5,"Russia",70,4900
5,"Russia",48,2304
5,"Russia",24,576
7,"Russia",45,2025
1,"Russia",63,3969
5,"Russia",65,4225
6,"Russia",33,1089
7,"Russia",53,2809
4,"Russia",27,729
5,"Russia",52,2704
8,"Russia",34,1156
8,"Russia",43,1849
6,"Russia",60,3600
4,"Russia",30,900
4,"Russia",22,484
6,"Russia",49,2401
3,"Russia",43,1849
1,"Russia",61,3721
7,"Russia",32,1024
10,"Russia",57,3249
4,"Russia",67,4489
9,"Russia",23,529
10,"Russia",48,2304
5,"Russia",39,1521
5,"Russia",42,1764
5,"Russia",65,4225
4,"Russia",25,625
1,"Russia",47,2209
1,"Russia",55,3025
1,"Russia",64,4096
3,"Russia",35,1225
5,"Russia",23,529
10,"Russia",65,4225
7,"Russia",39,1521
3,"Russia",54,2916
2,"Russia",64,4096
3,"Russia",54,2916
3,"Russia",43,1849
4,"Russia",22,484
3,"Russia",49,2401
4,"Russia",34,1156
2,"Russia",38,1444
6,"Russia",37,1369
5,"Russia",25,625
5,"Russia",47,2209
4,"Russia",65,4225
4,"Russia",63,3969
1,"Russia",59,3481
6,"Russia",33,1089
3,"Russia",42,1764
5,"Russia",21,441
5,"Russia",48,2304
8,"Russia",33,1089
5,"Russia",53,2809
8,"Russia",26,676
5,"Russia",69,4761
3,"Russia",35,1225
5,"Russia",62,3844
6,"Russia",52,2704
3,"Russia",43,1849
5,"Russia",23,529
6,"Russia",30,900
4,"Russia",53,2809
5,"Russia",55,3025
2,"Russia",56,3136
5,"Russia",65,4225
3,"Russia",62,3844
4,"Russia",66,4356
5,"Russia",38,1444
0,"Russia",47,2209
5,"Russia",35,1225
4,"Russia",30,900
3,"Russia",40,1600
6,"Russia",57,3249
5,"Russia",43,1849
5,"Russia",39,1521
6,"Russia",68,4624
5,"Russia",47,2209
2,"Russia",63,3969
6,"Russia",50,2500
4,"Russia",50,2500
4,"Russia",60,3600
6,"Russia",70,4900
7,"Russia",49,2401
3,"Russia",49,2401
4,"Russia",39,1521
7,"Russia",39,1521
4,"Russia",23,529
8,"Russia",53,2809
4,"Russia",41,1681
8,"Russia",39,1521
7,"Russia",33,1089
5,"Russia",67,4489
5,"Russia",29,841
5,"Russia",64,4096
5,"Russia",49,2401
5,"Russia",37,1369
2,"Russia",28,784
3,"Russia",55,3025
6,"Russia",62,3844
6,"Russia",34,1156
9,"Russia",62,3844
5,"Russia",49,2401
4,"Russia",41,1681
7,"Russia",42,1764
7,"Russia",59,3481
0,"Russia",35,1225
4,"Russia",70,4900
8,"Russia",29,841
8,"Russia",21,441
7,"Russia",59,3481
9,"Russia",44,1936
10,"Russia",27,729
5,"Russia",51,2601
3,"Russia",22,484
5,"Russia",39,1521
7,"Russia",31,961
8,"Russia",38,1444
2,"Russia",43,1849
5,"Russia",55,3025
6,"Russia",70,4900
7,"Russia",44,1936
6,"Russia",67,4489
1,"Russia",70,4900
3,"Russia",26,676
7,"Russia",64,4096
5,"Russia",41,1681
1,"Russia",54,2916
5,"Russia",37,1369
5,"Russia",69,4761
4,"Russia",23,529
2,"Russia",70,4900
1,"Russia",67,4489
4,"Russia",40,1600
3,"Russia",37,1369
5,"Russia",51,2601
2,"Russia",64,4096
8,"Russia",57,3249
5,"Russia",63,3969
5,"Russia",36,1296
7,"Russia",48,2304
4,"Russia",44,1936
4,"Russia",23,529
6,"Russia",41,1681
0,"Russia",58,3364
5,"Russia",41,1681
6,"Russia",33,1089
6,"Russia",46,2116
4,"Russia",25,625
4,"Russia",40,1600
6,"Russia",58,3364
5,"Russia",28,784
5,"Russia",32,1024
5,"Russia",39,1521
5,"Russia",61,3721
2,"Russia",64,4096
7,"Russia",37,1369
4,"Russia",22,484
5,"Russia",66,4356
10,"Russia",41,1681
6,"Russia",53,2809
6,"Russia",21,441
3,"Russia",63,3969
3,"Russia",60,3600
5,"Russia",34,1156
6,"Russia",62,3844
6,"Russia",49,2401
6,"Russia",29,841
4,"Russia",56,3136
5,"Russia",50,2500
5,"Russia",70,4900
2,"Russia",49,2401
2,"Russia",47,2209
5,"Russia",60,3600
5,"Russia",35,1225
5,"Russia",37,1369
8,"Russia",22,484
5,"Russia",39,1521
9,"Russia",32,1024
0,"Russia",37,1369
6,"Russia",69,4761
2,"Russia",48,2304
5,"Russia",68,4624
4,"Russia",52,2704
6,"Russia",22,484
5,"Russia",49,2401
7,"Russia",30,900
6,"Russia",61,3721
7,"Russia",32,1024
5,"Russia",53,2809
6,"Russia",42,1764
6,"Russia",44,1936
5,"Russia",36,1296
6,"Russia",64,4096
4,"Russia",33,1089
7,"Russia",68,4624
4,"Russia",53,2809
5,"Russia",58,3364
7,"Russia",67,4489
10,"Russia",42,1764
5,"Russia",23,529
8,"Russia",50,2500
6,"Russia",37,1369
4,"Russia",67,4489
5,"Russia",26,676
5,"Russia",55,3025
7,"Russia",51,2601
3,"Russia",66,4356
8,"Russia",41,1681
6,"Russia",61,3721
4,"Russia",25,625
7,"Russia",37,1369
5,"Russia",32,1024
9,"Russia",63,3969
5,"Russia",31,961
3,"Russia",43,1849
1,"Russia",60,3600
7,"Russia",21,441
7,"Russia",45,2025
4,"Russia",61,3721
7,"Russia",42,1764
3,"Russia",34,1156
5,"Russia",38,1444
5,"Russia",29,841
4,"Russia",56,3136
6,"Russia",35,1225
5,"Russia",26,676
3,"Russia",22,484
4,"Russia",22,484
3,"Russia",46,2116
5,"Russia",31,961
5,"Russia",43,1849
3,"Russia",54,2916
4,"Russia",63,3969
2,"Russia",70,4900
5,"Russia",30,900
2,"Russia",45,2025
3,"Russia",67,4489
5,"Russia",55,3025
5,"Russia",48,2304
7,"Russia",22,484
5,"Russia",58,3364
1,"Russia",66,4356
5,"Russia",60,3600
5,"Russia",52,2704
3,"Russia",23,529
2,"Russia",40,1600
6,"Russia",31,961
4,"Russia",65,4225
5,"Russia",37,1369
3,"Russia",37,1369
5,"Russia",65,4225
4,"Russia",67,4489
1,"Russia",47,2209
5,"Russia",33,1089
3,"Russia",68,4624
5,"Russia",23,529
6,"Russia",42,1764
5,"Russia",28,784
4,"Russia",30,900
4,"Russia",51,2601
5,"Russia",46,2116
3,"Russia",66,4356
4,"Russia",64,4096
1,"Russia",36,1296
5,"Russia",45,2025
5,"Russia",50,2500
6,"Russia",35,1225
4,"Russia",40,1600
7,"Russia",49,2401
4,"Russia",30,900
3,"Russia",42,1764
3,"Russia",53,2809
8,"Russia",24,576
3,"Russia",44,1936
5,"Russia",66,4356
3,"Russia",32,1024
2,"Russia",57,3249
5,"Russia",61,3721
2,"Russia",39,1521
3,"Russia",29,841
1,"Russia",40,1600
3,"Russia",67,4489
1,"Russia",59,3481
2,"Russia",42,1764
3,"Russia",66,4356
5,"Russia",27,729
3,"Russia",31,961
1,"Russia",44,1936
4,"Russia",41,1681
0,"Russia",55,3025
5,"Russia",50,2500
5,"Russia",28,784
8,"Russia",30,900
1,"Russia",70,4900
1,"Russia",66,4356
8,"Russia",24,576
3,"Russia",33,1089
3,"Russia",64,4096
6,"Russia",21,441
6,"Russia",43,1849
3,"Russia",62,3844
2,"Russia",67,4489
2,"Russia",58,3364
5,"Russia",34,1156
8,"Russia",47,2209
7,"Russia",53,2809
6,"Russia",29,841
1,"Russia",30,900
5,"Russia",41,1681
8,"Russia",63,3969
5,"Russia",60,3600
6,"Russia",31,961
4,"Russia",66,4356
6,"Russia",28,784
7,"Russia",60,3600
3,"Russia",65,4225
4,"Russia",45,2025
1,"Russia",62,3844
5,"Russia",32,1024
0,"Russia",47,2209
4,"Russia",27,729
5,"Russia",39,1521
5,"Russia",29,841
5,"Russia",31,961
7,"Russia",37,1369
3,"Russia",53,2809
5,"Russia",22,484
5,"Russia",45,2025
3,"Russia",61,3721
5,"Russia",27,729
4,"Russia",47,2209
5,"Russia",51,2601
3,"Russia",23,529
5,"Russia",50,2500
6,"Russia",39,1521
2,"Russia",45,2025
5,"Russia",54,2916
0,"Russia",61,3721
5,"Russia",25,625
5,"Russia",36,1296
2,"Russia",65,4225
5,"Russia",63,3969
4,"Russia",42,1764
5,"Russia",53,2809
10,"Russia",49,2401
7,"Russia",22,484
4,"Russia",32,1024
5,"Russia",36,1296
7,"Russia",60,3600
6,"Russia",43,1849
3,"Russia",45,2025
7,"Russia",61,3721
6,"Russia",34,1156
6,"Russia",21,441
4,"Russia",60,3600
6,"Russia",59,3481
6,"Russia",32,1024
7,"Russia",42,1764
2,"Russia",21,441
1,"Russia",41,1681
6,"Russia",68,4624
5,"Russia",50,2500
5,"Russia",65,4225
5,"Russia",70,4900
3,"Russia",32,1024
7,"Russia",38,1444
6,"Russia",23,529
3,"Russia",21,441
4,"Russia",37,1369
7,"Russia",47,2209
4,"Russia",53,2809
5,"Russia",50,2500
7,"Russia",41,1681
7,"Russia",60,3600
6,"Russia",64,4096
6,"Russia",62,3844
3,"Russia",34,1156
6,"Russia",21,441
4,"Russia",42,1764
5,"Russia",51,2601
2,"Russia",45,2025
5,"Russia",35,1225
7,"Russia",43,1849
6,"Russia",26,676
7,"Russia",40,1600
5,"Russia",38,1444
7,"Russia",67,4489
7,"Russia",27,729
5,"Russia",57,3249
5,"Russia",70,4900
3,"Russia",45,2025
5,"Russia",48,2304
3,"Russia",50,2500
5,"Russia",60,3600
4,"Russia",60,3600
5,"Russia",37,1369
8,"Russia",21,441
3,"Russia",60,3600
3,"Russia",56,3136
4,"Russia",30,900
4,"Russia",26,676
8,"Russia",45,2025
7,"Russia",43,1849
4,"Russia",36,1296
2,"Russia",62,3844
4,"Russia",60,3600
4,"Russia",60,3600
3,"Russia",50,2500
4,"Russia",43,1849
3,"Russia",49,2401
3,"Russia",63,3969
6,"Russia",32,1024
7,"Russia",21,441
3,"Russia",38,1444
2,"Russia",55,3025
5,"Russia",43,1849
5,"Russia",67,4489
6,"Russia",22,484
0,"Russia",60,3600
5,"Russia",31,961
4,"Russia",30,900
4,"Russia",41,1681
5,"Russia",43,1849
5,"Russia",36,1296
2,"Russia",68,4624
5,"Russia",54,2916
5,"Russia",27,729
4,"Russia",35,1225
4,"Russia",51,2601
2,"Russia",64,4096
6,"Russia",45,2025
5,"Russia",27,729
2,"Russia",68,4624
8,"Russia",66,4356
4,"Russia",34,1156
2,"Russia",30,900
4,"Russia",63,3969
6,"Russia",42,1764
4,"Russia",36,1296
3,"Russia",42,1764
5,"Russia",41,1681
7,"Russia",54,2916
5,"Russia",25,625
6,"Russia",21,441
7,"Russia",34,1156
6,"Russia",56,3136
6,"Russia",45,2025
7,"Russia",29,841
6,"Russia",45,2025
8,"Russia",67,4489
6,"Russia",33,1089
1,"Russia",64,4096
3,"Russia",34,1156
5,"Russia",63,3969
8,"Russia",57,3249
2,"Russia",61,3721
6,"Russia",44,1936
5,"Russia",27,729
7,"Russia",22,484
2,"Russia",65,4225
5,"Russia",45,2025
7,"Russia",54,2916
5,"Russia",30,900
7,"Russia",39,1521
6,"Russia",45,2025
4,"Russia",26,676
5,"Russia",50,2500
4,"Russia",23,529
4,"Russia",49,2401
2,"Russia",33,1089
7,"Russia",64,4096
3,"Russia",49,2401
4,"Russia",24,576
5,"Russia",35,1225
1,"Russia",50,2500
10,"Russia",25,625
5,"Russia",26,676
5,"Russia",39,1521
7,"Russia",52,2704
5,"Russia",35,1225
5,"Russia",70,4900
5,"Russia",63,3969
5,"Russia",43,1849
2,"Russia",40,1600
5,"Russia",54,2916
3,"Russia",43,1849
10,"Russia",26,676
5,"Russia",36,1296
10,"Russia",44,1936
5,"Russia",70,4900
3,"Russia",65,4225
6,"Russia",37,1369
3,"Russia",60,3600
7,"Russia",51,2601
7,"Russia",65,4225
8,"Russia",45,2025
4,"Russia",67,4489
8,"Russia",35,1225
2,"Russia",66,4356
2,"Russia",50,2500
2,"Russia",35,1225
6,"Russia",36,1296
8,"Russia",32,1024
9,"Russia",43,1849
9,"Russia",22,484
5,"Russia",51,2601
5,"Russia",47,2209
5,"Russia",47,2209
4,"Russia",23,529
5,"Russia",46,2116
3,"Russia",31,961
5,"Russia",25,625
4,"Russia",23,529
5,"Russia",24,576
5,"Russia",35,1225
5,"Russia",31,961
