"Country.Code","gov_cons","gdp_pc","country"
"CHN",15.5900280762445,1135.44794963606,"China"
"IDN",7.25745833839691,909.887330220519,"Indonesia"
"IND",11.8901605513155,486.640454005953,"India"
"JOR",22.6955729040205,1901.58037939377,"Jordan"
"PAK",8.72392061004516,483.031871914065,"Pakistan"
"RUS",17.9536342810317,2375.15787125652,"Russia"
"USA",15.0397989107667,38175.3763829721,"US"
